IDENT_INTRT;IDENT_INFRA;DAT_INFRA_COMMI;COD_TYP_DEFDR;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;MASSE_PERMS;MASSE_CNSTA;VITSS_PERMS;VITSS_CNSTA;ADM_ORIG_VEH
DI999906YCL300;IN9999I7UPZ000;2021-10-22;T;66023;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999SRUHL300;IN9999Q6FQZ000;2021-11-26;T;75028;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999AL6HL300;IN9999P1HQZ000;2021-11-17;T;74005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999P772L300;IN9999GIMQZ000;2021-08-02;C;91005;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999HJMQZ000;2021-11-25;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999MOMQZ000;2021-08-03;C;90012;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999GGNQZ000;2021-11-25;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999NNNQZ000;2021-11-25;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999AL6HL300;IN9999ZZNQZ000;2021-10-06;C;74005;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999AL6HL300;IN999975OQZ000;2021-10-06;T;74005;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999AL6HL300;IN9999A8OQZ000;2021-10-15;C;89008;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999AL6HL300;IN9999B9OQZ000;2021-10-15;T;89008;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999SRUHL300;IN9999H1VQZ000;2021-10-01;T;75028;RIGE;c.C-24.2;621(32.8);PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999P772L300;IN9999K4VQZ000;2021-11-30;T;50072;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999P772L300;IN9999UAXQZ000;2021-11-30;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999BRXQZ000;2021-08-06;C;36033;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999U8YQZ000;2021-11-30;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999NS1RZ000;2021-08-08;C;90012;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI999906YCL300;IN9999415RZ000;2021-11-17;T;66023;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999G78RZ000;2021-08-09;C;90012;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999PG8RZ000;2021-11-25;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999XO8RZ000;2021-12-01;T;50072;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999W5AFL300;IN9999PYZRZ000;2021-11-22;T;64008;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999W5AFL300;IN9999QZZRZ000;2021-11-24;T;64008;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI999944S6L300;IN9999BW2LZ000;2021-10-18;T;56083;RIGE;c.C-24.2;621(32.8);PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI999963GFL300;IN9999TUULZ000;2021-11-01;T;65005;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999Q0ECL300;IN9999E9XLZ000;2021-07-17;T;65005;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999Q0ECL300;IN9999PKXLZ000;2021-10-27;T;65005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999GCU6L300;IN9999L51MZ000;2021-11-08;T;66023;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999GCU6L300;IN9999RB1MZ000;2021-11-08;T;66023;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999Q0ECL300;IN9999FVLMZ000;2021-06-12;T;65005;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999KORMZ000;2021-08-05;C;89015;RIGE;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999P772L300;IN9999TVSMZ000;2021-08-02;C;89015;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999UWSMZ000;2021-11-05;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999VXSMZ000;2021-08-05;C;64008;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999WYSMZ000;2021-11-05;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999XZSMZ000;2021-08-17;C;95045;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN999922TMZ000;2021-08-27;C;50072;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN999988TMZ000;2021-11-05;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999ZNMEL300;IN9999R2MNZ000;2021-11-09;T;65005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999P772L300;IN999936QNZ000;2021-11-05;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999QTQNZ000;2021-11-05;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999NTSGL300;IN9999XZ7OZ000;2021-10-23;T;25213;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999MP7JL300;IN9999112SZ000;2021-11-25;T;73005;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI99994G1KL300;IN9999JB6SZ000;2021-12-15;T;23027;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999P772L300;IN9999HPGSZ000;2021-12-07;T;50072;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999EZDLL300;IN999917HSZ000;2021-10-18;T;58033;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999EZDLL300;IN999928HSZ000;2021-04-24;T;58033;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999HHAIL300;IN9999EGJSZ000;2021-12-08;T;75028;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999LZ0KL300;IN99990YLSZ000;2021-12-07;T;57068;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999LZ0KL300;IN9999TPMSZ000;2021-12-07;T;57068;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999LZ0KL300;IN999960NSZ000;2021-07-07;T;11040;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999LZ0KL300;IN9999KENSZ000;2021-10-22;C;57068;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999LZ0KL300;IN9999OINSZ000;2021-10-22;T;57068;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999SX6JL300;IN99990QPSZ000;2021-12-07;C;60013;RIGE;c.C-24.2;519.71;AU;AU;Autre véhicule;Autres;;;;;Québec
DI9999LZ0KL300;IN9999MAQSZ000;2021-10-06;C;72032;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999LZ0KL300;IN9999G2RSZ000;2021-10-06;T;72032;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999TG0HL300;IN9999M4TSZ000;2021-12-09;T;74005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999TG0HL300;IN99991KRTZ000;2021-12-09;T;74005;RIGE;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99998NYLL300;IN9999SDQTZ000;2021-12-13;T;58037;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999HJ3ML300;IN99992NQTZ000;2021-12-13;T;71083;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999P772L300;IN9999M5RTZ000;2021-12-03;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999CVRTZ000;2021-12-03;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999W5AFL300;IN9999Q7STZ000;2021-09-09;T;64008;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999TG0HL300;IN9999ALVTZ000;2021-12-09;T;74005;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999WGUML300;IN999918XTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999VFUML300;IN999929XTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999VFUML300;IN99994BXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999WGUML300;IN99995CXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999WGUML300;IN9999ELXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999VFUML300;IN9999FMXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999VFUML300;IN9999HOXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999WGUML300;IN9999IPXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999P772L300;IN9999JQXTZ000;2021-12-03;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999WGUML300;IN9999PWXTZ000;2021-12-13;T;44050;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;;;;Québec
DI9999P772L300;IN999927YTZ000;2021-12-03;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999HKZTZ000;2021-12-03;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999ILZTZ000;2021-12-03;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999W5AFL300;IN9999401UZ000;2021-07-24;T;64008;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999W5AFL300;IN9999FB1UZ000;2021-09-26;T;64008;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99991JJIL300;IN999971KUZ000;2021-12-20;T;64008;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI99991JJIL300;IN99991VKUZ000;2021-12-21;T;64008;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN99996MRUZ000;2021-12-07;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99991JJIL300;IN99995JSUZ000;2021-12-21;C;64008;RIGE;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI99991JJIL300;IN99993FTUZ000;2021-12-22;C;64008;RIGE;c.C-24.2;519.7;CD;VL;Véhicule lourd;Permis de conduire;;;;;Québec
DI99991JJIL300;IN9999EOUUZ000;2021-12-22;T;64008;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN9999S0VUZ000;2021-12-08;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN999926XUZ000;2021-12-10;C;50072;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN999948XUZ000;2021-08-25;C;91005;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999P772L300;IN99998CXUZ000;2021-12-10;T;50072;RIGE;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999W5AFL300;IN9999WYYUZ000;2021-07-24;C;64008;RIGE;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999W5AFL300;IN9999SSZUZ000;2021-09-19;C;64008;RIGE;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999RVHOL300;IN9999LTAWZ000;2022-01-03;C;23027;RIG;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999TXHOL300;IN9999MUAWZ000;2022-01-03;T;25213;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19150;;;Québec
DI9999Z1IOL300;IN9999NVAWZ000;2022-01-03;T;25213;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999902IOL300;IN9999OWAWZ000;2022-01-03;T;37067;RIG;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI999902IOL300;IN9999PXAWZ000;2022-01-03;T;37067;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI999913IOL300;IN9999QYAWZ000;2022-01-03;C;37067;RIG;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI999946IOL300;IN9999RZAWZ000;2022-01-03;C;23027;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999946IOL300;IN9999U0BWZ000;2022-01-03;C;23027;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999957IOL300;IN9999V1BWZ000;2022-01-03;T;25213;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI999968IOL300;IN9999W2BWZ000;2022-01-03;T;25213;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;21280;;;Québec
DI9999FHIOL300;IN9999Y4BWZ000;2022-01-04;C;23027;RIG;c.C-24.2;360;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999GIIOL300;IN9999Z5BWZ000;2022-01-04;A;71050;RIG;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;;;;Ontario
DI9999KMIOL300;IN999906BWZ000;2022-01-04;T;25213;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19300;;;Québec
DI9999RTIOL300;IN999917BWZ000;2022-01-04;C;23027;RIG;c.C-24.2;367;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999UWIOL300;IN999928BWZ000;2022-01-04;C;71050;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999911JOL300;IN999939BWZ000;2022-01-04;C;51015;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI999944JOL300;IN99994ABWZ000;2022-01-04;C;25213;RIG;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI999944JOL300;IN99995BBWZ000;2022-01-04;T;25213;RIG;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI999933JOL300;IN99996CBWZ000;2022-01-04;T;23027;RIG;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Ontario
DI999933JOL300;IN99998EBWZ000;2022-01-04;T;23027;RIG;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Ontario
DI999933JOL300;IN99999FBWZ000;2022-01-04;T;23027;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Ontario
DI999933JOL300;IN9999AGBWZ000;2022-01-04;T;23027;RIG;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Ontario
DI999955JOL300;IN9999BHBWZ000;2022-01-04;T;71050;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999999JOL300;IN9999CIBWZ000;2022-01-04;C;23027;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999GGJOL300;IN9999EKBWZ000;2022-01-04;C;25213;RIG;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999HHJOL300;IN9999FLBWZ000;2022-01-05;T;25213;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999IIJOL300;IN9999GMBWZ000;2021-12-21;C;92010;RIG;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999LLJOL300;IN9999IOBWZ000;2022-01-05;C;75040;RIG;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999MMJOL300;IN9999JPBWZ000;2022-01-05;C;70052;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Colombie-Britanique
DI9999PPJOL300;IN9999MSBWZ000;2022-01-05;C;70052;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Québec
DI9999SSJOL300;IN9999NTBWZ000;2022-01-05;T;45072;RIG;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999ZZJOL300;IN9999OUBWZ000;2022-01-05;C;75040;RIG;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI999975KOL300;IN9999PVBWZ000;2022-01-05;C;56083;RIG;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999B9KOL300;IN9999QWBWZ000;2022-01-05;T;65005;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999ECKOL300;IN9999SYBWZ000;2022-01-05;T;43027;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999YYJOL300;IN9999TZBWZ000;2022-01-05;C;75040;CST;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999SQKOL300;IN9999W0CWZ000;2022-01-05;T;84040;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999KIKOL300;IN9999X1CWZ000;2022-01-05;C;14060;RIG;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;;;;Ontario
DI9999NLKOL300;IN9999Y2CWZ000;2022-01-05;C;23027;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999JHKOL300;IN9999Z3CWZ000;2022-01-05;T;13073;RIG;c.C-24.2;517.2;AU;VL;Véhicule lourd;Surcharge totale;;;;;Nouveau-Brunswick
DI9999WUKOL300;IN999904CWZ000;2022-01-05;C;56083;RIG;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999WUKOL300;IN999915CWZ000;2022-01-05;C;56083;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999PNKOL300;IN999926CWZ000;2022-01-05;A;23072;RIG;c.C-24.2;517.2;AU;VL;Véhicule lourd;Surcharge totale;;;;;Québec
DI9999VTKOL300;IN999948CWZ000;2022-01-05;T;58007;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99990YKOL300;IN999959CWZ000;2022-01-05;T;13073;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999940LOL300;IN99996ACWZ000;2022-01-05;T;43027;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;18670;;;Québec
DI999931KOL300;IN99998CCWZ000;2022-01-05;T;42025;RIGE;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;;;;Québec
DI9999IELOL300;IN99999DCWZ000;2022-01-05;C;91020;RIG;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99990YKOL300;IN9999AECWZ000;2022-01-05;A;13073;RIG;c.C-24.2;213;PR;VL;Véhicule lourd;Équipement;;;;;Ontario
DI99990YKOL300;IN9999BFCWZ000;2022-01-05;C;13073;RIG;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Ontario
DI9999VTKOL300;IN9999CGCWZ000;2022-01-05;C;58007;RIG;c.C-24.2;416;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI999973LOL300;IN9999DHCWZ000;2022-01-05;C;65005;RIG;c.C-24.2;427;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999SOLOL300;IN9999EICWZ000;2022-01-05;T;66023;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999LHLOL300;IN9999FJCWZ000;2022-01-05;T;13073;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999GCLOL300;IN9999IMCWZ000;2022-01-05;T;86042;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;62500;63760;;;Québec
DI9999UQLOL300;IN9999JNCWZ000;2022-01-05;T;25213;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99991XLOL300;IN9999KOCWZ000;2022-01-05;A;82020;RIG;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;;;;Québec
DI9999YULOL300;IN9999LPCWZ000;2022-01-05;A;13073;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Ontario
DI999993MOL300;IN9999MQCWZ000;2022-01-05;A;89008;RIG;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Alberta
DI9999QMLOL300;IN9999NRCWZ000;2022-01-05;T;43027;RIG;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Nouveau-Brunswick
DI999982MOL300;IN9999OSCWZ000;2022-01-05;T;78102;RIG;c.C-24.2;213;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999F9MOL300;IN9999QUCWZ000;2022-01-05;C;23072;RIG;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999A4MOL300;IN9999RVCWZ000;2022-01-05;A;39170;CST;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Nouvelle-Écosse
DI9999A4MOL300;IN9999SWCWZ000;2022-01-05;C;39170;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;100;114;Nouvelle-Écosse
DI9999GAMOL300;IN9999TXCWZ000;2022-01-05;T;43027;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19380;;;Québec
DI9999MGMOL300;IN9999UYCWZ000;2022-01-05;T;89008;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;20500;;;Québec
DI9999ZVLOL300;IN9999VZCWZ000;2022-01-05;T;50113;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999NHMOL300;IN9999Y0DWZ000;2022-01-05;T;23072;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19370;;;Québec
DI99992WMOL300;IN999902DWZ000;2022-01-05;T;13073;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999ZTMOL300;IN999913DWZ000;2022-01-05;C;59010;RIG;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999B3NOL300;IN999924DWZ000;2022-01-05;C;71083;RIG;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ZTMOL300;IN999935DWZ000;2022-01-05;T;59010;RIG;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Québec
DI9999A2NOL300;IN999968DWZ000;2022-01-05;C;23027;RIG;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI99995ZMOL300;IN999979DWZ000;2022-01-05;C;25213;RIG;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999E6NOL300;IN99998ADWZ000;2022-01-05;C;91042;RIG;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999KCNOL300;IN99999BDWZ000;2022-01-05;T;86042;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;49500;57260;;;Québec
DI9999TLNOL300;IN9999ACDWZ000;2022-01-05;C;71083;RIG;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
